system,cost,bertscore_f1
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0,0.6566889356164372
RAG-Router,0.0196078431372549,0.6600948513722887
RAG-Router,0.0392156862745098,0.6632304051343132
RAG-Router,0.0392156862745098,0.6632304051343132
RAG-Router,0.0392156862745098,0.6632304051343132
RAG-Router,0.0392156862745098,0.6632304051343132
RAG-Router,0.0392156862745098,0.6632304051343132
RAG-Router,0.0392156862745098,0.6632304051343132
RAG-Router,0.0392156862745098,0.6632304051343132
RAG-Router,0.0784313725490196,0.6691229647281123
RAG-Router,0.09803921568627451,0.6721216592134214
RAG-Router,0.09803921568627451,0.6721216592134214
RAG-Router,0.11764705882352941,0.673428077323764
RAG-Router,0.13725490196078433,0.6765829920768738
